race_date,race_course,race_no,race_time,race_name,race_track,race_distance,race_going,weather_condition,entry_type,entry_weight,entry_age,race_type,value_of_race,final_position,margin,bracket,horse_number,horse_name,horse_id,horse_sex,horse_age,horse_weight,trainer,jockey,running_position,finish_time,win_fav,win_odds,sire,dam,dam_sire,dam_dam
2024-02-04,TOKYO,4,11:40,,Dirt,1600,Standard,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,7th,1,5,9,Aftokrateira,2020102592,F,4,53.0,Takanori Kikuzawa,Shota Kobayashi,1>1>7th,1:40.0,5.0,9.0,Lord Kanaloa,Medeia,King Halo,Witchful Thinking
2024-02-04,TOKYO,4,11:40,,Dirt,1600,Standard,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,8th,1 1/4,8,15,Regina Rose,2020104174,F,4,56.0,Shintaro Suzuki,Hiroyuki Uchida,8>7>8th,1:40.2,10.0,39.5,Leontes,Hiruno Lisbon,Manhattan Cafe,Welcome Flower
2024-02-04,TOKYO,4,11:40,,Dirt,1600,Standard,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,9th,3/4,6,11,Margot Reve,2020105813,F,4,56.0,Shigenobu Isaka,Hironobu Tanabe,13>12>9th,1:40.3,7.0,14.4,Espoir City,Sirka,Meisho Bowler,Green Hill Komachi
2024-02-04,TOKYO,4,11:40,,Dirt,1600,Standard,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,10th,1 1/2,8,14,Sylvatica,2020103046,F,4,56.0,Masaaki Koga,Akira Sugawara,15>15>10th,1:40.5,12.0,44.2,Rulership,Pedicularis,Sunday Silence,Matikanebenizakura
2024-02-04,TOKYO,4,11:40,,Dirt,1600,Standard,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,11th,2 1/2,7,13,Nanyo Wing,2020102778,F,4,56.0,Yoshitada Munakata,Kyosuke Maruta,14>14>11th,1:40.9,15.0,485.3,Orfevre,Air Symphony,Rulership,Air Deja Vu
2024-02-04,TOKYO,4,11:40,,Dirt,1600,Standard,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,12th,1 1/2,3,4,Holy Emblem,2019105469,M,5,56.0,Yasuhito Tamura,Richard Kingscote,9>10>12th,1:41.2,14.0,60.2,Lord Kanaloa,Major Emblem,Daiwa Major,Catchy Title
2024-02-04,TOKYO,4,11:40,,Dirt,1600,Standard,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,13th,HD,2,2,Medal Rush,2020102668,F,4,56.0,Issei Murata,Kosei Miura,6>7>13th,1:41.2,9.0,31.6,Mind Your Biscuits,Sweet Melody,Gold Allure,Cinderella Romance
2024-02-04,TOKYO,4,11:40,,Dirt,1600,Standard,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,14th,1/2,6,10,Rouge Crescent,2020104570,F,4,56.0,Sakae Kunieda,Christophe Lemaire,6>6>14th,1:41.3,3.0,6.3,Duramente,Pleasant Cape,Cape Cross,Felicity
2024-02-04,TOKYO,4,11:40,,Dirt,1600,Standard,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,15th,5,2,3,Pai Livrer,2020105326,F,4,56.0,Nobuhiro Suzuki,Takeshi Yokoyama,2>2>15th,1:42.2,8.0,19.4,Henny Hughes,Pai Guniang,French Deputy,Paian
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,1st,,7,14,Supervisor,2021101015,C,3,57.0,Takanori Kikuzawa,Yutaka Yoshida,1>1>1>1st,1:49.5,6.0,18.3,Rulership,Celebration,Heart's Cry,Fairest Cape
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,2nd,1 1/4,1,1,King Blue,2021104176,C,3,57.0,Hirofumi Shii,Yusuke Fujioka,4>3>3>2nd,1:49.7,4.0,9.4,Lord Kanaloa,Le Lupin Bleu,Jungle Pocket,Gateau Chocolat
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,3rd,2,7,13,Pain de Genes,2021105968,F,3,55.0,Masahiro Otake,Takeshi Yokoyama,8>8>8>3rd,1:50.0,3.0,3.8,Epiphaneia,Pan de Ring,King Kamehameha,Fusaichi Pandora
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,4th,NK,3,5,Cal Bay Cruise,2021104154,C,3,57.0,Yuichi Shikato,Yoshitomi Shibata,4>5>5>4th,1:50.1,9.0,57.6,Rey de Oro,Best Cruise,Kurofune,Masako Chan
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,5th,1,1,2,Heartlight,2021102901,F,3,55.0,Hiroyasu Tanaka,Yasunari Iwata,11>10>9>5th,1:50.2,7.0,28.3,Epiphaneia,Heart's Key,Heart's Cry,Ouistreham
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,6th,3/4,5,10,Bettles,2021104976,C,3,57.0,Yasuo Tomomichi,Mirai Iwata,14>15>15>6th,1:50.3,5.0,12.8,Heart's Cry,Eskimo Kisses,To Honor and Serve,Silver Colors
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,7th,NS,2,3,Clochette Noel,2021101068,F,3,55.0,Hirofumi Toda,Miyabi Muto,11>10>12>7th,1:50.3,13.0,123.0,New Year's Day,St Julien,Harbinger,Saint Emilion
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,8th,1,5,9,Amiens,2021104881,F,3,55.0,Yuichi Shikato,Makoto Sugihara,16>14>12>8th,1:50.5,11.0,87.4,Bricks and Mortar,Celebrity Model,King Kamehameha,Manhattan Celeb
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,9th,HD,6,12,Dice Are Rolling,2021104861,C,3,57.0,Masaaki Koga,Yukito Ishikawa,4>5>5>9th,1:50.5,8.0,38.8,Satono Diamond,Santa Evita,Smart Strike,Evita Argentina
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,10th,1 1/4,2,4,Ardor,2021105707,F,3,55.0,Takahisa Tezuka,Christophe Lemaire,8>10>11>10th,1:50.7,1.0,2.8,Lord Kanaloa,Hilda's Passion,Canadian Frontier,Executricker
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,11th,1/2,8,16,Ho O Marian,2021103542,F,3,55.0,Kazuyuki Ogata,Shu Ishibashi,2>2>2>11th,1:50.8,16.0,231.1,Matsurida Gogh,Honoka,Roses in May,V Prado
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,12th,3,4,8,Oken Silver,2021103017,C,3,57.0,Yasutoshi Matsunaga,Tomoharu Bushizawa,3>5>5>12th,1:51.3,15.0,229.4,New Year's Day,Mellow Melody,Captain Steve,Sister Slew
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,13th,NK,3,6,G T Power,2021105526,C,3,57.0,Yoshito Yahagi,Ryusei Sakai,8>9>9>13th,1:51.3,2.0,3.7,Frankel,Callback,Street Sense,Quickest
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,14th,1,8,15,Win Hercules,2021106212,C,3,57.0,Noboru Takagi,Masami Matsuoka,4>3>3>14th,1:51.4,10.0,70.3,Gold Ship,Cosmo Eldest,Black Hawk,Beauty Eye
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,15th,2 1/2,6,11,Taku,2021101726,C,3,57.0,Koji Maki,Takuya Kowata,11>13>14>15th,1:51.8,12.0,101.4,Declaration of War,Clarksdale,Victoire Pisa,Acoustics
2024-02-04,TOKYO,5,12:30,,Turf,1800,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Newcomer,11850000,16th,DS,4,7,Valuable Yoshino,2021102679,F,3,55.0,Noboru Takagi,Akira Sugawara,14>16>16>16th,1:53.7,14.0,182.9,Drefong,Earth Pray,Zenno Rob Roy,Miss Easter
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,1st,,2,3,Teumessa,2021105757,F,3,55.0,Takashi Kanari,Christophe Lemaire,3>3>1st,1:33.9,1.0,1.6,Harbinger,Prokris,King Kamehameha,Lailaps
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,2nd,2 1/2,8,14,Jaguar,2021102717,C,3,57.0,Eiichi Yano,Keita Tosaki,10>9>2nd,1:34.3,2.0,3.1,Harbinger,Silk Iris,Deep Impact,Tagano Iris
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,3rd,3,3,4,Weiser Blick,2021105417,C,3,57.0,Masakazu Ikegami,Richard Kingscote,6>5>3rd,1:34.8,5.0,28.2,Bricks and Mortar,Weisheit,Admire Vega,Soninke
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,4th,1 1/2,6,11,Rouge Pienza,2021103143,F,3,55.0,Yoshitada Munakata,Kyosuke Maruta,9>9>4th,1:35.0,10.0,261.7,Isla Bonita,Panzanella,Rulership,Silver Fox
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,5th,1/2,8,15,Bokuraotsunagumono,2021100441,C,3,56.0,Hidekatsu Shimizu,Takezo Nagano,14>14>5th,1:35.1,15.0,534.3,Garbo,Adriane,Agnes Digital,Daiichi Sakura
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,6th,1 1/4,4,6,Babylon,2021105114,C,3,54.0,Toru Kurita,Shota Kobayashi,13>13>6th,1:35.3,9.0,205.6,Al Ain,Danon Flora,Agnes Tachyon,Fanjica
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,7th,1 1/2,5,8,Zephyr Aile,2021105946,C,3,57.0,Hiroyuki Uehara,Shu Ishibashi,5>3>7th,1:35.6,6.0,38.0,Silver State,Neo Feerique,King Kamehameha,Aubergade
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,8th,3/4,4,7,Lucetta,2021102411,F,3,55.0,Takafumi Aoki,Akihide Tsumura,2>2>8th,1:35.7,4.0,18.5,Leontes,Sandomierz,Manhattan Cafe,Salomea
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,9th,HD,2,2,Bouncelight,2021106784,C,3,57.0,Tadashige Nakagawa,Takuya Kowata,11>11>9th,1:35.7,14.0,454.4,Screen Hero,Cosmo Footlight,Neo Universe,Moonlight Gardens
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,10th,NK,3,5,That's,2021100105,C,3,57.0,Koji Kayano,Junji Iwabe,8>8>10th,1:35.8,12.0,360.8,Big Arthur,Fairy Rondo,Gold Allure,Fairy Waltz
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,11th,1 3/4,7,13,Mobile Tesoro,2021102285,F,3,55.0,Hitoshi Kotegawa,Akira Sugawara,7>7>11th,1:36.1,7.0,53.1,Duramente,Rieno Tesoro,Speightstown,Akilina
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,12th,NK,1,1,Nishino Only One,2021100186,C,3,57.0,Yukio Inagaki,Hironobu Tanabe,1>1>12th,1:36.1,3.0,5.5,Satono Crown,Nishino Story,Deep Impact,Nishino Nurse Call
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,13th,1/2,5,9,Eojjeolago,2021104551,C,3,57.0,Fumimasa Takahashi,Hiroyuki Uchida,11>11>13th,1:36.2,13.0,389.2,Hawkbill,Cherish You,Victoire Pisa,Cherrymills
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,14th,9,7,12,Petit Alessa,2021110142,F,3,55.0,Masakazu Ikegami,Yukito Ishikawa,15>15>14th,1:37.7,11.0,360.6,New Bay,Sommerwind,Sebi Halo,Brandha
2024-02-04,TOKYO,6,13:00,,Turf,1600,Good to Firm,Cloudy,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,15th,DS,6,10,A Shin Tres Bon,2021103379,C,3,57.0,Tsuyoshi Tanaka,Kosei Miura,3>5>15th,1:42.6,8.0,86.2,Logotype,A Shin Minoaka,King Kamehameha,Mission Girl
2024-02-04,TOKYO,7,13:30,,Turf,1800,Good to Firm,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,1st,,6,6,Ascoltiamo,2020103195,F,4,55.0,Toru Hayashi,Keita Tosaki,2>2>2>1st,1:47.4,1.0,1.3,Kitasan Black,Ascolti,Danehill Dancer,Listen
2024-02-04,TOKYO,7,13:30,,Turf,1800,Good to Firm,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,2nd,1 3/4,5,5,High Esteem,2019104750,M,5,56.0,Takashi Kanari,Hironobu Tanabe,1>1>1>2nd,1:47.7,3.0,10.5,Deep Impact,Sheer Drama,Burning Roma,Riveting Drama
2024-02-04,TOKYO,7,13:30,,Turf,1800,Good to Firm,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,3rd,1/2,1,1,A Plus,2018106314,M,6,56.0,Masakazu Ikegami,Christophe Lemaire,3>3>2>3rd,1:47.8,2.0,3.3,Kizuna,Admire Space,Admire Cozzene,Admire Kiseki
2024-02-04,TOKYO,7,13:30,,Turf,1800,Good to Firm,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,4th,1/2,7,7,Eye Agate,2018105360,M,6,56.0,Hiroyasu Tanaka,Ryusei Sakai,4>4>4>4th,1:47.9,4.0,12.1,Daiwa Major,L'Esperance,King Kamehameha,Wind In Her Hair
2024-02-04,TOKYO,7,13:30,,Turf,1800,Good to Firm,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,5th,1/2,3,3,Clini Clown,2020100934,F,4,55.0,Hitoshi Kotegawa,Yutaka Yoshida,7>7>7>5th,1:48.0,7.0,97.5,Toby's Corner,Luna Force,Deep Brillante,Joyful Smile
2024-02-04,TOKYO,7,13:30,,Turf,1800,Good to Firm,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,6th,HD,4,4,Divertision,2020106144,F,4,55.0,Kenichi Fujioka,Yuichi Kitamura,6>6>6>6th,1:48.0,6.0,82.2,Satono Diamond,Scoresby,Rock of Gibraltar,Silver Chalice
2024-02-04,TOKYO,7,13:30,,Turf,1800,Good to Firm,Cloudy,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,7th,1/2,2,2,La Aile,2019106851,M,5,53.0,Minoru Tsuchida,Shota Kobayashi,4>5>4>7th,1:48.1,5.0,34.0,Eishin Flash,Visionary,Deep Impact,Turkey
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,1st,,2,4,Espada Azul,2018103430,M,6,56.0,Yoshinori Muto,Miyabi Muto,2>2>1st,1:19.1,5.0,7.6,King Kamehameha,Espina Azul,Fuji Kiseki,Remain Forest
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,2nd,1,6,12,Hayabusa Jet,2020105049,G,4,58.0,Takafumi Aoki,Yukito Ishikawa,8>10>2nd,1:19.2,1.0,2.3,Danon Legend,Emmental Bern,Deep Sky,Cymbal
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,3rd,NK,6,11,Awesome Darer,2020102952,C,4,58.0,Hiroyuki Uehara,Takuya Ono,13>15>3rd,1:19.3,2.0,4.4,Mind Your Biscuits,Daring Heart,Sunday Silence,Daring Danzig
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,4th,1/2,7,14,Bellwood Uzume,2019109138,G,5,58.0,Shinobu Homma,Yoshitomi Shibata,16>16>4th,1:19.4,16.0,304.2,Came Home,Kochosan,Kurofune,Fine Seiko
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,5th,1,3,5,Daichi Rafale,2019102469,H,5,58.0,Masao Kasuya,Tomoharu Bushizawa,3>4>5th,1:19.5,9.0,57.3,Hokko Tarumae,Supreme City,Neo Universe,Supreme Goddess
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,6th,1/2,7,13,Suna Ichi Gold,2020106457,C,4,58.0,Kazuhiro Kato,Yutaka Yoshida,11>10>6th,1:19.6,4.0,6.9,Declaration of War,Kokorono Ai,Stay Gold,Beauty Song
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,7th,1/2,4,8,Sally Pirouette,2020100462,C,4,58.0,Nobuhiro Suzuki,Akihide Tsumura,3>4>7th,1:19.7,8.0,51.9,Sinister Minister,Lucky Mambo,Suzuka Mambo,Miss Paula
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,8th,NK,3,6,Memory Glass,2020107095,C,4,58.0,Yasutoshi Matsunaga,Ryuichi Sugahara,9>7>8th,1:19.8,7.0,38.8,Isla Bonita,Lavender Memory,Nakayama Festa,Keiai Stealth
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,9th,1/2,1,2,Magic Touch,2020106946,C,4,58.0,Shizuya Kato,Hiroyuki Uchida,1>1>9th,1:19.9,6.0,21.4,Leontes,Denfare,Fuji Kiseki,Golden Happiness
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,10th,1,4,7,Eternel,2020101830,F,4,56.0,Masakazu Ikegami,Mirai Iwata,6>6>10th,1:20.0,3.0,6.4,Talismanic,Dynamis,Street Sense,Cherubim
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,11th,1 3/4,2,3,Pannotia,2018105515,H,6,58.0,Takashi Kanari,Yuichi Kitamura,13>12>11th,1:20.3,11.0,83.4,Duramente,Squirrell,Gold Allure,Dryad
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,12th,4,5,10,Dragon Glider,2020105388,C,4,58.0,Takaki Iwato,Daichi Shibata,9>8>12th,1:21.0,14.0,161.7,California Chrome,Rau Breck,Mr. Greeley,Tawaaded
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,13th,1/2,1,1,Super Libero,2020104132,G,4,57.0,Keizo Ito,Takezo Nagano,3>3>13th,1:21.1,10.0,79.1,Suzuka Causeway,Busy Time,Manhattan Cafe,Wastin' Time
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,14th,2,8,15,Dogon,2019105551,H,5,58.0,Yuki Uehara,Shu Ishibashi,15>12>14th,1:21.4,15.0,243.6,Dee Majesty,Leto,Diesis,Lingerie
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,15th,8,8,16,Kyoei Scheu,2020104648,F,4,56.0,Tadashige Nakagawa,Takuya Kowata,11>12>15th,1:22.8,12.0,95.8,Red Falx,Seiyu Smile,Rule of Law,Bridgehead
2024-02-04,TOKYO,8,14:01,,Dirt,1300,Standard,Cloudy,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,16th,1 3/4,5,9,Yukari Prelude,2020106343,F,4,56.0,Yasuhiro Nemoto,Yutaro Nonaka,6>8>16th,1:23.1,13.0,161.3,Kitasan Black,Pretty Witch,Kurofune,Sukorui
2024-02-04,TOKYO,9,14:35,YURIKAMOME SHO,Turf,2400,Good to Firm,Cloudy,MIX SD,Weight for Age,3-Year-Olds,Allowance,20670000,1st,,3,3,Win Maximum,2021106211,C,3,57.0,Yoshihiro Hatakeyama,Masami Matsuoka,1>1>1>1>1st,2:26.9,2.0,3.2,Kitasan Black,Cosmo Access,Roses in May,Cosmo Skyline
2024-02-04,TOKYO,9,14:35,YURIKAMOME SHO,Turf,2400,Good to Firm,Cloudy,MIX SD,Weight for Age,3-Year-Olds,Allowance,20670000,2nd,2 1/2,5,5,Classified,2021105580,C,3,57.0,Yoichi Kuroiwa,Christophe Lemaire,2>2>2>2>2nd,2:27.3,3.0,5.0,Real Steel,Secret Spice,Discreet Cat,Chimayo
2024-02-04,TOKYO,9,14:35,YURIKAMOME SHO,Turf,2400,Good to Firm,Cloudy,MIX SD,Weight for Age,3-Year-Olds,Allowance,20670000,3rd,1/2,2,2,Jinsei,2021104646,C,3,57.0,Yasushi Shono,Ryusei Sakai,3>3>3>3>3rd,2:27.4,5.0,10.0,Just a Way,Komano Legend,Street Sense,Komano Squalo
2024-02-04,TOKYO,9,14:35,YURIKAMOME SHO,Turf,2400,Good to Firm,Cloudy,MIX SD,Weight for Age,3-Year-Olds,Allowance,20670000,4th,1,4,4,Sunrise Soleil,2021105104,C,3,57.0,Yoshito Yahagi,Takeshi Yokoyama,3>5>5>5>4th,2:27.6,7.0,23.2,Kizuna,Solaria,Scat Daddy,So Linda
2024-02-04,TOKYO,9,14:35,YURIKAMOME SHO,Turf,2400,Good to Firm,Cloudy,MIX SD,Weight for Age,3-Year-Olds,Allowance,20670000,5th,3/4,1,1,Or du Souverain,2021104891,C,3,57.0,Yasutoshi Ikee,Rachel King,6>5>5>6>5th,2:27.7,6.0,15.9,Rulership,Dernier Or,Stay Gold,Oriental Art
2024-02-04,TOKYO,9,14:35,YURIKAMOME SHO,Turf,2400,Good to Firm,Cloudy,MIX SD,Weight for Age,3-Year-Olds,Allowance,20670000,6th,3/4,6,6,Heure du Bonheur,2021104860,C,3,57.0,Naosuke Sugai,Akira Sugawara,8>8>8>6>6th,2:27.8,4.0,8.0,Kitasan Black,Cinq Bonheur,Harbinger,Muguet du Bonheur
2024-02-04,TOKYO,9,14:35,YURIKAMOME SHO,Turf,2400,Good to Firm,Cloudy,MIX SD,Weight for Age,3-Year-Olds,Allowance,20670000,7th,3/4,8,9,Admiral Ship,2021102708,C,3,57.0,Ikuo Aizawa,Keita Tosaki,3>3>3>3>7th,2:27.9,1.0,2.5,Gold Ship,Viva Bouquet,King Kamehameha,Blue Ridge River
2024-02-04,TOKYO,9,14:35,YURIKAMOME SHO,Turf,2400,Good to Firm,Cloudy,MIX SD,Weight for Age,3-Year-Olds,Allowance,20670000,8th,3/4,7,7,Shonan Howl,2021105867,C,3,57.0,Takeshi Matsushita,Akihide Tsumura,9>9>9>9>8th,2:28.0,8.0,54.4,Rey de Oro,Rinforzando,Deep Impact,Listen
2024-02-04,TOKYO,9,14:35,YURIKAMOME SHO,Turf,2400,Good to Firm,Cloudy,MIX SD,Weight for Age,3-Year-Olds,Allowance,20670000,9th,8,8,8,Kohinoor,2021106561,C,3,57.0,Yuichi Shikato,Kosei Miura,7>7>5>6>9th,2:29.3,9.0,86.9,Leontes,Win Jubilee,Symboli Kris S,Diamond Biko
2024-02-04,TOKYO,10,15:10,HAKUREI STAKES,Dirt,1600,Standard,Cloudy,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,1st,,3,5,Costa Nova,2020103307,C,4,58.0,Tetsuya Kimura,Christophe Lemaire,6>6>1st,1:36.5,1.0,1.5,Lord Kanaloa,Colorful Blossom,Heart's Cry,Tropical Blossom
2024-02-04,TOKYO,10,15:10,HAKUREI STAKES,Dirt,1600,Standard,Cloudy,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,2nd,2 1/2,7,14,Exult,2019101741,H,5,58.0,Tsuyoshi Tanaka,Yoshitomi Shibata,3>3>2nd,1:36.9,5.0,17.6,Duramente,Indriya,Stormy Atlantic,Sophie's Salad
2024-02-04,TOKYO,10,15:10,HAKUREI STAKES,Dirt,1600,Standard,Cloudy,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,3rd,2 1/2,3,6,El Guerrouj,2019102044,H,5,58.0,Koichi Ishizaka,Mirai Iwata,6>6>3rd,1:37.3,2.0,5.7,Duramente,Pluja,Sidney's Candy,Pumpkin
2024-02-04,TOKYO,10,15:10,HAKUREI STAKES,Dirt,1600,Standard,Cloudy,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,4th,HD,6,12,River True,2020102703,F,4,56.0,Takashi Kubota,Yutaka Yoshida,16>15>4th,1:37.3,4.0,13.3,Red Falx,Full of Grace,Victoire Pisa,Eloge
2024-02-04,TOKYO,10,15:10,HAKUREI STAKES,Dirt,1600,Standard,Cloudy,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,5th,1 1/4,2,4,Jody's Marron,2018101989,H,6,58.0,Yoshihito Kitade,Keita Tosaki,11>11>5th,1:37.5,7.0,36.0,Discreet Cat,Jody's Roman,Samurai Heart,Jody Dear
2024-02-04,TOKYO,10,15:10,HAKUREI STAKES,Dirt,1600,Standard,Cloudy,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,6th,1 3/4,4,7,Mi Favorito,2019105455,M,5,56.0,Tetsuhide Tsuji,Takeshi Yokoyama,9>9>6th,1:37.8,6.0,20.6,King Kamehameha,Mi Sueno,Pulpit,Madcap Escapade
